,EUR_USD,returns,dir,sma,bol1,bol2,min,max,mom,vol,dir_lag_1,dir_lag_2,dir_lag_3,dir_lag_4,dir_lag_5,sma_lag_1,sma_lag_2,sma_lag_3,sma_lag_4,sma_lag_5,bol1_lag_1,bol1_lag_2,bol1_lag_3,bol1_lag_4,bol1_lag_5,bol2_lag_1,bol2_lag_2,bol2_lag_3,bol2_lag_4,bol2_lag_5,min_lag_1,min_lag_2,min_lag_3,min_lag_4,min_lag_5,max_lag_1,max_lag_2,max_lag_3,max_lag_4,max_lag_5,mom_lag_1,mom_lag_2,mom_lag_3,mom_lag_4,mom_lag_5,vol_lag_1,vol_lag_2,vol_lag_3,vol_lag_4,vol_lag_5,proba,position
2022-10-21 11:35:00+00:00,0.975375,-0.00010764510955600669,0,-0.0014177000000000772,0.9757985934869323,0.9732642065130676,-0.0016045110854799871,0.0004869921824939283,-0.00016229121342854758,0.0005272569722192386,1.0,0.0,1.0,0.0,1.0,-0.0015152000000000498,-0.001567799999999897,-0.0016281999999998575,-0.0016575999999999258,-0.001636600000000099,0.9757639700243101,0.9757415157121613,0.9756620302574098,0.9755989753913452,0.9758286800641481,0.9732784299756898,0.9732896842878388,0.9733035697425904,0.9733434246086548,0.9732265199358517,-0.0017119776930332176,-0.0015482098183160486,-0.0020904852180151368,-0.0009028511629338709,-0.0019575287992457113,0.00037930044695944076,0.0005434113931837015,0.0,0.0010567462475250533,0.0003894559914729978,0.0002700619409976133,-0.00013667924307189227,0.00021526650227672237,-9.91620811517031e-05,0.000447833459665193,0.0005288829038521373,0.0005553227185563341,0.0005885262485093072,0.0005448310080298418,0.000509423306723024,0.5238435,0.0
2022-10-21 11:40:00+00:00,0.974885,-0.0005024971135239357,0,-0.0012968000000000979,0.9758258755196484,0.9732901244803515,-0.0011026941639270538,0.0009898603425020358,-0.00014870231837653806,0.0005023263775725118,0.0,1.0,0.0,1.0,0.0,-0.0014177000000000772,-0.0015152000000000498,-0.001567799999999897,-0.0016281999999998575,-0.0016575999999999258,0.9757985934869323,0.9757639700243101,0.9757415157121613,0.9756620302574098,0.9755989753913452,0.9732642065130676,0.9732784299756898,0.9732896842878388,0.9733035697425904,0.9733434246086548,-0.0016045110854799871,-0.0017119776930332176,-0.0015482098183160486,-0.0020904852180151368,-0.0009028511629338709,0.0004869921824939283,0.00037930044695944076,0.0005434113931837015,0.0,0.0010567462475250533,-0.00016229121342854758,0.0002700619409976133,-0.00013667924307189227,0.00021526650227672237,-9.91620811517031e-05,0.0005272569722192386,0.0005288829038521373,0.0005553227185563341,0.0005885262485093072,0.0005448310080298418,0.51765805,0.0
2022-10-21 11:45:00+00:00,0.974925,4.1029638791147734e-05,1,-0.0011630999999998615,0.9758496902097019,0.9733387097902982,-0.0011436777187989744,0.0009487909326357791,-0.00018970419476293146,0.0004999840696988314,0.0,0.0,1.0,0.0,1.0,-0.0012968000000000979,-0.0014177000000000772,-0.0015152000000000498,-0.001567799999999897,-0.0016281999999998575,0.9758258755196484,0.9757985934869323,0.9757639700243101,0.9757415157121613,0.9756620302574098,0.9732901244803515,0.9732642065130676,0.9732784299756898,0.9732896842878388,0.9733035697425904,-0.0011026941639270538,-0.0016045110854799871,-0.0017119776930332176,-0.0015482098183160486,-0.0020904852180151368,0.0009898603425020358,0.0004869921824939283,0.00037930044695944076,0.0005434113931837015,0.0,-0.00014870231837653806,-0.00016229121342854758,0.0002700619409976133,-0.00013667924307189227,0.00021526650227672237,0.0005023263775725118,0.0005272569722192386,0.0005288829038521373,0.0005553227185563341,0.0005885262485093072,0.5273468,0.0
2022-10-21 11:50:00+00:00,0.9746250000000001,-0.00030776333242845576,0,-0.0010447999999999569,0.9758466087810633,0.9733973912189369,-0.0008362190586124196,0.0012568936770551709,-0.00025641026905374786,0.0005041470738334839,1.0,0.0,0.0,1.0,0.0,-0.0011630999999998615,-0.0012968000000000979,-0.0014177000000000772,-0.0015152000000000498,-0.001567799999999897,0.9758496902097019,0.9758258755196484,0.9757985934869323,0.9757639700243101,0.9757415157121613,0.9733387097902982,0.9732901244803515,0.9732642065130676,0.9732784299756898,0.9732896842878388,-0.0011436777187989744,-0.0011026941639270538,-0.0016045110854799871,-0.0017119776930332176,-0.0015482098183160486,0.0009487909326357791,0.0009898603425020358,0.0004869921824939283,0.00037930044695944076,0.0005434113931837015,-0.00018970419476293146,-0.00014870231837653806,-0.00016229121342854758,0.0002700619409976133,-0.00013667924307189227,0.0004999840696988314,0.0005023263775725118,0.0005272569722192386,0.0005288829038521373,0.0005553227185563341,0.518388,0.0
2022-10-21 11:55:00+00:00,0.974445,-0.00018470347448966304,0,-0.0009447000000000205,0.9758474176996599,0.97340818230034,-0.0006516529922161451,0.0014418463843521856,-0.0001504790560423236,0.0005003854534533226,0.0,1.0,0.0,0.0,1.0,-0.0010447999999999569,-0.0011630999999998615,-0.0012968000000000979,-0.0014177000000000772,-0.0015152000000000498,0.9758466087810633,0.9758496902097019,0.9758258755196484,0.9757985934869323,0.9757639700243101,0.9733973912189369,0.9733387097902982,0.9732901244803515,0.9732642065130676,0.9732784299756898,-0.0008362190586124196,-0.0011436777187989744,-0.0011026941639270538,-0.0016045110854799871,-0.0017119776930332176,0.0012568936770551709,0.0009487909326357791,0.0009898603425020358,0.0004869921824939283,0.00037930044695944076,-0.00025641026905374786,-0.00018970419476293146,-0.00014870231837653806,-0.00016229121342854758,0.0002700619409976133,0.0005041470738334839,0.0004999840696988314,0.0005023263775725118,0.0005272569722192386,0.0005288829038521373,0.5262205,0.0
2022-10-21 12:00:00+00:00,0.974505,6.157161550456349e-05,1,-0.0008541999999999161,0.9758490695679887,0.9734149304320114,-0.0007131825901355304,0.0013801878902621745,-0.00014363173047118503,0.0005001222130497805,0.0,0.0,1.0,0.0,0.0,-0.0009447000000000205,-0.0010447999999999569,-0.0011630999999998615,-0.0012968000000000979,-0.0014177000000000772,0.9758474176996599,0.9758466087810633,0.9758496902097019,0.9758258755196484,0.9757985934869323,0.97340818230034,0.9733973912189369,0.9733387097902982,0.9732901244803515,0.9732642065130676,-0.0006516529922161451,-0.0008362190586124196,-0.0011436777187989744,-0.0011026941639270538,-0.0016045110854799871,0.0014418463843521856,0.0012568936770551709,0.0009487909326357791,0.0009898603425020358,0.0004869921824939283,-0.0001504790560423236,-0.00025641026905374786,-0.00018970419476293146,-0.00014870231837653806,-0.00016229121342854758,0.0005003854534533226,0.0005041470738334839,0.0004999840696988314,0.0005023263775725118,0.0005272569722192386,0.5179549,0.0
2022-10-21 12:05:00+00:00,0.974305,-0.00020525346308994407,0,-0.0007517000000000218,0.9758435275065466,0.9734400724934534,-0.000508054459332552,0.001585745736704558,-0.00010946177402501447,0.0004967058328251327,1.0,0.0,0.0,1.0,0.0,-0.0008541999999999161,-0.0009447000000000205,-0.0010447999999999569,-0.0011630999999998615,-0.0012968000000000979,0.9758490695679887,0.9758474176996599,0.9758466087810633,0.9758496902097019,0.9758258755196484,0.9734149304320114,0.97340818230034,0.9733973912189369,0.9733387097902982,0.9732901244803515,-0.0007131825901355304,-0.0006516529922161451,-0.0008362190586124196,-0.0011436777187989744,-0.0011026941639270538,0.0013801878902621745,0.0014418463843521856,0.0012568936770551709,0.0009487909326357791,0.0009898603425020358,-0.00014363173047118503,-0.0001504790560423236,-0.00025641026905374786,-0.00018970419476293146,-0.00014870231837653806,0.0005001222130497805,0.0005003854534533226,0.0005041470738334839,0.0004999840696988314,0.0005023263775725118,0.51888335,0.0
2022-10-21 12:10:00+00:00,0.974585,0.0002873430536629219,1,-0.0006536000000000319,0.9758466965314357,0.9734605034685643,-0.0007952102689863239,0.001297988374538761,4.7887068692513846e-05,0.0004977821008865999,0.0,1.0,0.0,0.0,1.0,-0.0007517000000000218,-0.0008541999999999161,-0.0009447000000000205,-0.0010447999999999569,-0.0011630999999998615,0.9758435275065466,0.9758490695679887,0.9758474176996599,0.9758466087810633,0.9758496902097019,0.9734400724934534,0.9734149304320114,0.97340818230034,0.9733973912189369,0.9733387097902982,-0.000508054459332552,-0.0007131825901355304,-0.0006516529922161451,-0.0008362190586124196,-0.0011436777187989744,0.001585745736704558,0.0013801878902621745,0.0014418463843521856,0.0012568936770551709,0.0009487909326357791,-0.00010946177402501447,-0.00014363173047118503,-0.0001504790560423236,-0.00025641026905374786,-0.00018970419476293146,0.0004967058328251327,0.0005001222130497805,0.0005003854534533226,0.0005041470738334839,0.0004999840696988314,0.51683784,0.0
2022-10-21 12:15:00+00:00,0.97297,-0.0016584901275532777,0,-0.0006126000000000742,0.9759606065537686,0.9732201934462313,0.0,0.002960009044472134,-0.0005254668456600998,0.0005959809143802091,1.0,0.0,1.0,0.0,0.0,-0.0006536000000000319,-0.0007517000000000218,-0.0008541999999999161,-0.0009447000000000205,-0.0010447999999999569,0.9758466965314357,0.9758435275065466,0.9758490695679887,0.9758474176996599,0.9758466087810633,0.9734605034685643,0.9734400724934534,0.9734149304320114,0.97340818230034,0.9733973912189369,-0.0007952102689863239,-0.000508054459332552,-0.0007131825901355304,-0.0006516529922161451,-0.0008362190586124196,0.001297988374538761,0.001585745736704558,0.0013801878902621745,0.0014418463843521856,0.0012568936770551709,4.7887068692513846e-05,-0.00010946177402501447,-0.00014363173047118503,-0.0001504790560423236,-0.00025641026905374786,0.0004977821008865999,0.0004967058328251327,0.0005001222130497805,0.0005003854534533226,0.0005041470738334839,0.5144729,0.0
2022-10-21 12:20:00+00:00,0.9716750000000001,-0.0013318628247611889,0,-0.0005780999999999148,0.9762863395291068,0.9726996604708933,0.0,0.00429670414490424,-0.0009010032995505148,0.0006438588535558107,0.0,1.0,0.0,1.0,0.0,-0.0006126000000000742,-0.0006536000000000319,-0.0007517000000000218,-0.0008541999999999161,-0.0009447000000000205,0.9759606065537686,0.9758466965314357,0.9758435275065466,0.9758490695679887,0.9758474176996599,0.9732201934462313,0.9734605034685643,0.9734400724934534,0.9734149304320114,0.97340818230034,0.0,-0.0007952102689863239,-0.000508054459332552,-0.0007131825901355304,-0.0006516529922161451,0.002960009044472134,0.001297988374538761,0.001585745736704558,0.0013801878902621745,0.0014418463843521856,-0.0005254668456600998,4.7887068692513846e-05,-0.00010946177402501447,-0.00014363173047118503,-0.0001504790560423236,0.0005959809143802091,0.0004977821008865999,0.0004967058328251327,0.0005001222130497805,0.0005003854534533226,0.53138006,1.0
2022-10-21 12:25:00+00:00,0.97142,-0.0002624678684922972,0,-0.0005396999999999208,0.9765593727102788,0.9722354272897211,0.0,0.004560334355891316,-0.001084273606935588,0.000643310185027267,0.0,0.0,1.0,0.0,1.0,-0.0005780999999999148,-0.0006126000000000742,-0.0006536000000000319,-0.0007517000000000218,-0.0008541999999999161,0.9762863395291068,0.9759606065537686,0.9758466965314357,0.9758435275065466,0.9758490695679887,0.9726996604708933,0.9732201934462313,0.9734605034685643,0.9734400724934534,0.9734149304320114,0.0,0.0,-0.0007952102689863239,-0.000508054459332552,-0.0007131825901355304,0.00429670414490424,0.002960009044472134,0.001297988374538761,0.001585745736704558,0.0013801878902621745,-0.0009010032995505148,-0.0005254668456600998,4.7887068692513846e-05,-0.00010946177402501447,-0.00014363173047118503,0.0006438588535558107,0.0005959809143802091,0.0004977821008865999,0.0004967058328251327,0.0005001222130497805,0.5879262,1.0
2022-10-21 12:30:00+00:00,0.9714149999999999,-5.1471174855424645e-06,0,-0.0005247999999999919,0.9767540648220605,0.9718147351779394,0.0,0.004565504959260558,-0.0005331592702463428,0.0006338279722768763,0.0,0.0,0.0,1.0,0.0,-0.0005396999999999208,-0.0005780999999999148,-0.0006126000000000742,-0.0006536000000000319,-0.0007517000000000218,0.9765593727102788,0.9762863395291068,0.9759606065537686,0.9758466965314357,0.9758435275065466,0.9722354272897211,0.9726996604708933,0.9732201934462313,0.9734605034685643,0.9734400724934534,0.0,0.0,0.0,-0.0007952102689863239,-0.000508054459332552,0.004560334355891316,0.00429670414490424,0.002960009044472134,0.001297988374538761,0.001585745736704558,-0.001084273606935588,-0.0009010032995505148,-0.0005254668456600998,4.7887068692513846e-05,-0.00010946177402501447,0.000643310185027267,0.0006438588535558107,0.0005959809143802091,0.0004977821008865999,0.0004967058328251327,0.5752455,1.0
2022-10-21 12:35:00+00:00,0.971,-0.0004273031317349662,0,-0.0005458000000001517,0.9769229013828582,0.9713474986171415,0.0,0.004994850669413076,-0.0002316393725709352,0.0006231897877895345,0.0,0.0,0.0,0.0,1.0,-0.0005247999999999919,-0.0005396999999999208,-0.0005780999999999148,-0.0006126000000000742,-0.0006536000000000319,0.9767540648220605,0.9765593727102788,0.9762863395291068,0.9759606065537686,0.9758466965314357,0.9718147351779394,0.9722354272897211,0.9726996604708933,0.9732201934462313,0.9734605034685643,0.0,0.0,0.0,0.0,-0.0007952102689863239,0.004565504959260558,0.004560334355891316,0.00429670414490424,0.002960009044472134,0.001297988374538761,-0.0005331592702463428,-0.001084273606935588,-0.0009010032995505148,-0.0005254668456600998,4.7887068692513846e-05,0.0006338279722768763,0.000643310185027267,0.0006438588535558107,0.0005959809143802091,0.0004977821008865999,0.5725171,1.0
2022-10-21 12:40:00+00:00,0.97145,0.0004633323977971116,1,-0.000524800000000103,0.9770238076275799,0.9710489923724199,-0.00046322507591756157,0.004529311853414875,1.0294049525534383e-05,0.0006182763365487427,0.0,0.0,0.0,0.0,0.0,-0.0005458000000001517,-0.0005247999999999919,-0.0005396999999999208,-0.0005780999999999148,-0.0006126000000000742,0.9769229013828582,0.9767540648220605,0.9765593727102788,0.9762863395291068,0.9759606065537686,0.9713474986171415,0.9718147351779394,0.9722354272897211,0.9726996604708933,0.9732201934462313,0.0,0.0,0.0,0.0,0.0,0.004994850669413076,0.004565504959260558,0.004560334355891316,0.00429670414490424,0.002960009044472134,-0.0002316393725709352,-0.0005331592702463428,-0.001084273606935588,-0.0009010032995505148,-0.0005254668456600998,0.0006231897877895345,0.0006338279722768763,0.000643310185027267,0.0006438588535558107,0.0005959809143802091,0.5576054,1.0
